task_id,tenant,order_id,sender,hub,zone,flow,task_pool,partner,title,content,date,time_slot,type,service_time,start,end,service_fee,items,start_task_validation,end_task_validation,status_code,status_group
99999719,502,8690493,6T,gvPDZ5Z0jRnmWNje2Q,8,v4PyJ2BFZotgxDmGpN7k8,938,169,FBu,Z9Ty,2022-05-06 05:50:53.923406,PR,nHMqx,AvAKpun,Moil Crescent,Surcingle Drive,5541.46,uM6jCy0F4,cNyyHc0Vr79H7J4,t6Us,9,9
99999718,502,8690493,6T,v4PyJ2BFZotgxDmGpN7k8,8,v4PyJ2BFZotgxDmGpN7k8,938,169,FBu,Z9Ty,2022-05-06 05:50:53.923406,PR,nHMqx,AvAKpun,Moil Crescent,Surcingle Drive,5541.46,uM6jCy0F4,cNyyHc0Vr79H7J4,t6Us,9,9
99999715,502,8690493,6T,v4PyJ2BFZotgxDmGpN7k8,8,v4PyJ2BFZotgxDmGpN7k8,938,169,FBu,Z9Ty,2022-05-06 05:50:53.923406,nHMqx,nHMqx,AvAKpun,Moil Crescent,Surcingle Drive,5541.46,uM6jCy0F4,cNyyHc0Vr79H7J4,t6Us,9,9
99999714,502,8690493,6T,v4PyJ2BFZotgxDmGpN7k8,8,v4PyJ2BFZotgxDmGpN7k8,938,169,FBu,Z9Ty,2022-05-06 05:50:53.923406,nHMqx,nHMqx,AvAKpun,Moil Crescent,Surcingle Drive,5541.46,uM6jCy0F4,cNyyHc0Vr79H7J4,t6Us,9,8
99999712,1,8690493,PiN7l,Z,12,SVd0m5Brip,852,437,X1zt1,2O8A7j99yB7p2qonb,2021-03-01 14:16:49.423867,MAzW8gc,Abj8C,H7FZA,Moil Crescent,Surcingle Drive,9999.0,GB,7cs,iTu7C,7,7
99999711,1,8690493,PiN7l,2O8A7j99yB7p2qonb,12,SVd0m5Brip,852,437,X1zt1,2O8A7j99yB7p2qonb,2021-03-01 14:16:49.423867,MAzW8gc,Abj8C,H7FZA,Moil Crescent,Surcingle Drive,9999.0,GB,7cs,iTu7C,7,7
99999710,1,8690493,PiN7l,2O8A7j99yB7p2qonb,12,SVd0m5Brip,852,437,X1zt1,2O8A7j99yB7p2qonb,2021-03-01 14:16:49.423867,MAzW8gc,Abj8C,H7FZA,Moil Crescent,Surcingle Drive,9999.0,X1zt1,7cs,iTu7C,7,7
99999709,1,8690493,PiN7l,2O8A7j99yB7p2qonb,12,SVd0m5Brip,852,437,X1zt1,2O8A7j99yB7p2qonb,2021-03-01 14:16:49.423867,MAzW8gc,Abj8C,H7FZA,Moil Crescent,Surcingle Drive,9999.0,X1zt1,7cs,2O8A7j99yB7p2qonb,7,7
99999708,1,8690493,PiN7l,X1zt1,12,SVd0m5Brip,852,437,X1zt1,2O8A7j99yB7p2qonb,2021-03-01 14:16:49.423867,MAzW8gc,Abj8C,H7FZA,Moil Crescent,Surcingle Drive,9999.0,X1zt1,7cs,2O8A7j99yB7p2qonb,7,7
99999707,1,8690493,PiN7l,X1zt1,12,SVd0m5Brip,852,852,X1zt1,2O8A7j99yB7p2qonb,2021-03-01 14:16:49.423867,MAzW8gc,Abj8C,H7FZA,Moil Crescent,Surcingle Drive,9999.0,X1zt1,7cs,2O8A7j99yB7p2qonb,7,7
99999706,1,8690493,PiN7l,X1zt1,12,SVd0m5Brip,852,852,X1zt1,2O8A7j99yB7p2qonb,2021-03-01 14:16:49.423867,MAzW8gc,MAzW8gc,H7FZA,Moil Crescent,Surcingle Drive,9999.0,X1zt1,7cs,2O8A7j99yB7p2qonb,7,7
99999705,162,8690493,YdC8zBaFYmNJW,KE,89,q3,246,14,2B,NW,2024-11-08 07:33:58.444023,086Hr97zpl,EAIQaC9,fOEVIw0Gl,Moil Crescent,Surcingle Drive,10000.0,Zyha,68OCi,n,8,3
99999704,162,8690493,YdC8zBaFYmNJW,KE,89,q3,246,14,2B,68OCi,2024-11-08 07:33:58.444023,086Hr97zpl,EAIQaC9,fOEVIw0Gl,Moil Crescent,Surcingle Drive,10000.0,Zyha,68OCi,n,8,3
99999703,162,8690493,YdC8zBaFYmNJW,KE,89,q3,246,14,2B,68OCi,2024-11-08 07:33:58.444023,086Hr97zpl,KE,fOEVIw0Gl,Moil Crescent,Surcingle Drive,10000.0,Zyha,68OCi,n,8,3
99999698,643,8690493,Oo,kxOSAiS,97,VyigGdKw,1000,214,CaMoK9l,D,2022-09-02 13:27:38.461466,I8wgEG,mK,KMz,Moil Crescent,Surcingle Drive,2.0,F9lLFv9w,0vnr3,t,5,5
99999696,643,8690493,Oo,kxOSAiS,97,VyigGdKw,1000,214,CaMoK9l,D,2022-09-02 13:27:38.461466,I8wgEG,t,KMz,Moil Crescent,Surcingle Drive,2.0,F9lLFv9w,0vnr3,t,5,5
99999695,214,8690493,Oo,kxOSAiS,97,VyigGdKw,1000,214,CaMoK9l,D,2022-09-02 13:27:38.461466,I8wgEG,t,KMz,Moil Crescent,Surcingle Drive,2.0,F9lLFv9w,0vnr3,t,5,5
99999694,214,8690493,Oo,kxOSAiS,97,VyigGdKw,1000,214,CaMoK9l,D,2022-09-02 13:27:38.461466,I8wgEG,t,KMz,Moil Crescent,Surcingle Drive,2.0,F9lLFv9w,I8wgEG,t,5,5
99999693,214,8690493,Oo,kxOSAiS,97,VyigGdKw,1000,214,CaMoK9l,D,2022-09-02 13:27:38.461466,I8wgEG,kxOSAiS,KMz,Moil Crescent,Surcingle Drive,2.0,F9lLFv9w,I8wgEG,t,5,5
99999691,498,8690493,LlT,ev,36,G1Ftk5xd,869,540,qIfRsHcM,i,2022-01-03 04:14:35.985114,HDd,DBr5Dmrdz6oTOukf,r02Hxc,Moil Crescent,Surcingle Drive,0.01,Hw1T,8ds,dB0r,4,2
99999690,498,8690493,LlT,ev,36,G1Ftk5xd,869,540,qIfRsHcM,i,2022-01-03 04:14:35.985114,HDd,DBr5Dmrdz6oTOukf,r02Hxc,Moil Crescent,Surcingle Drive,0.01,Hw1T,G1Ftk5xd,dB0r,4,2
99999688,498,8690493,LlT,ev,36,G1Ftk5xd,869,540,qIfRsHcM,i,2022-01-03 04:14:35.985114,HDd,i,r02Hxc,Moil Crescent,Surcingle Drive,0.01,Hw1T,G1Ftk5xd,dB0r,4,2
99999684,1,8690493,GKqBYb3,Wa9,80,xXH,438,705,Pf6go,T,2020-09-16 01:06:41.508191,81,c9wdy,AmB,Moil Crescent,Surcingle Drive,0.01,u,agna7e6hf0Hp,qs,7,4
99999683,1,8690493,GKqBYb3,Wa9,80,xXH,438,705,Pf6go,T,2020-09-16 01:06:41.508191,81,c9wdy,AmB,Moil Crescent,Surcingle Drive,0.01,u,u,qs,7,4
99999682,1,8690493,GKqBYb3,Wa9,80,xXH,438,705,Pf6go,T,2020-09-16 01:06:41.508191,AmB,c9wdy,AmB,Moil Crescent,Surcingle Drive,0.01,u,u,qs,7,4
99999679,1,8690493,xXH,Wa9,80,xXH,438,705,Pf6go,T,2020-09-16 01:06:41.508191,AmB,c9wdy,AmB,Moil Crescent,Surcingle Drive,0.01,u,u,qs,7,4
99999678,1,8690493,xXH,Wa9,80,xXH,438,705,Pf6go,T,2020-09-16 01:06:41.508191,AmB,qs,AmB,Moil Crescent,Surcingle Drive,0.01,u,u,qs,7,4
99999677,703,8690493,6we1esM7dzTw,A,22,V4mx5psm,5,748,GhEfZaC3dD,YhCovWRSkPkOtk5Nxq,2023-12-02 13:20:46.705536,N,AdKK,9g,Moil Crescent,Surcingle Drive,0.01,AHmGuu,MX,G,10,7
99999676,703,8690493,6we1esM7dzTw,A,22,V4mx5psm,748,748,GhEfZaC3dD,YhCovWRSkPkOtk5Nxq,2023-12-02 13:20:46.705536,N,AdKK,9g,Moil Crescent,Surcingle Drive,0.01,AHmGuu,MX,G,10,7
99999675,703,8690493,6we1esM7dzTw,A,22,V4mx5psm,748,748,GhEfZaC3dD,YhCovWRSkPkOtk5Nxq,2023-12-02 13:20:46.705536,N,6we1esM7dzTw,9g,Moil Crescent,Surcingle Drive,0.01,AHmGuu,MX,G,10,7
99999674,703,8690493,6we1esM7dzTw,A,22,V4mx5psm,748,748,A,YhCovWRSkPkOtk5Nxq,2023-12-02 13:20:46.705536,N,6we1esM7dzTw,9g,Moil Crescent,Surcingle Drive,0.01,AHmGuu,MX,G,10,7
99999673,703,8690493,6we1esM7dzTw,A,22,V4mx5psm,748,748,A,YhCovWRSkPkOtk5Nxq,2023-12-02 13:20:46.705536,N,6we1esM7dzTw,9g,Moil Crescent,Surcingle Drive,0.01,AHmGuu,G,G,10,7
99999672,703,8690493,6we1esM7dzTw,A,22,V4mx5psm,748,703,A,YhCovWRSkPkOtk5Nxq,2023-12-02 13:20:46.705536,N,6we1esM7dzTw,9g,Moil Crescent,Surcingle Drive,0.01,AHmGuu,G,G,10,7
99999671,703,8690493,6we1esM7dzTw,A,22,YhCovWRSkPkOtk5Nxq,748,703,A,YhCovWRSkPkOtk5Nxq,2023-12-02 13:20:46.705536,N,6we1esM7dzTw,9g,Moil Crescent,Surcingle Drive,0.01,AHmGuu,G,G,10,7
99999670,22,8690493,ReWMnI,D,17,IlRE,114,1000,Hz,ApbCGpDpD,2021-02-04 13:49:40.124349,3nfY,q,7,Moil Crescent,Surcingle Drive,5965.92,e7wlvNXW4,Zb,G4a,8,7
99999668,22,8690493,ReWMnI,D,17,IlRE,114,1000,Hz,ApbCGpDpD,2021-02-04 13:49:40.124349,3nfY,q,7,Moil Crescent,Surcingle Drive,5965.92,Zb,Zb,G4a,8,7
99999667,22,8690493,ReWMnI,D,17,ReWMnI,114,1000,Hz,ApbCGpDpD,2021-02-04 13:49:40.124349,3nfY,q,7,Moil Crescent,Surcingle Drive,5965.92,Zb,Zb,G4a,8,7
99999666,22,8690493,ReWMnI,D,17,ReWMnI,114,1000,Hz,ApbCGpDpD,2021-02-04 13:49:40.124349,3nfY,q,7,Moil Crescent,Surcingle Drive,5965.92,7,Zb,G4a,8,7
99999665,22,8690493,ReWMnI,D,17,ReWMnI,114,1000,Hz,ApbCGpDpD,2021-02-04 13:49:40.124349,3nfY,q,7,Moil Crescent,Surcingle Drive,5965.92,7,Zb,G4a,7,7
99999663,689,8690493,4zClUgKyY89pw,2NFu99K,43,96KLAy,841,7,WG,cWEEX,2023-03-13 20:32:06.643441,Qv7e6Xiiw5cX,VdI2ZagytEd,N,Moil Crescent,Surcingle Drive,10000.0,3,UBpGYOJ,Pv,9,6
99999657,689,8690493,4zClUgKyY89pw,2NFu99K,43,UBpGYOJ,841,7,WG,cWEEX,2023-03-13 20:32:06.643441,Qv7e6Xiiw5cX,VdI2ZagytEd,N,Moil Crescent,Surcingle Drive,10000.0,3,UBpGYOJ,Pv,9,6
99999656,748,8690493,OUn,TNfmeaRc,70,rEd,981,74,9p,FcGo,2022-10-26 02:19:50.980556,JlVH6A9M0KAm9F,umoXPq,NSolpvP7,Moil Crescent,Surcingle Drive,1.01,nbLavV6tPiH7y,9Ay4a65OV5C,njm,8,5
99999655,748,8690493,OUn,TNfmeaRc,70,rEd,981,74,9p,FcGo,2022-10-26 02:19:50.980556,JlVH6A9M0KAm9F,TNfmeaRc,NSolpvP7,Moil Crescent,Surcingle Drive,1.01,nbLavV6tPiH7y,9Ay4a65OV5C,njm,8,5
99999654,748,8690493,OUn,TNfmeaRc,70,rEd,981,74,9p,FcGo,2022-10-26 02:19:50.980556,JlVH6A9M0KAm9F,TNfmeaRc,TNfmeaRc,Moil Crescent,Surcingle Drive,1.01,nbLavV6tPiH7y,9Ay4a65OV5C,njm,8,5
99999653,748,8690493,OUn,TNfmeaRc,70,rEd,981,74,TNfmeaRc,FcGo,2022-10-26 02:19:50.980556,JlVH6A9M0KAm9F,TNfmeaRc,TNfmeaRc,Moil Crescent,Surcingle Drive,1.01,nbLavV6tPiH7y,9Ay4a65OV5C,njm,8,5
99999652,748,8690493,OUn,TNfmeaRc,70,rEd,981,74,TNfmeaRc,FcGo,2022-10-26 02:19:50.980556,JlVH6A9M0KAm9F,TNfmeaRc,OUn,Moil Crescent,Surcingle Drive,1.01,nbLavV6tPiH7y,9Ay4a65OV5C,njm,8,5
99999650,748,8690493,OUn,TNfmeaRc,70,rEd,981,74,TNfmeaRc,FcGo,2022-10-26 02:19:50.980556,JlVH6A9M0KAm9F,TNfmeaRc,OUn,Moil Crescent,Surcingle Drive,1.01,FcGo,9Ay4a65OV5C,njm,8,5
99999649,999,8690493,nh8mvEAb8eth,3QOHW74YKF,50,3n,286,962,T,9IhpNv2R,2024-10-05 10:25:39.392612,sC5,qx207,l0b,Moil Crescent,Surcingle Drive,10000.0,NrkpdU,x03LAXD,ZL,2,7
99999647,999,8690493,nh8mvEAb8eth,3QOHW74YKF,50,3n,286,962,T,9IhpNv2R,2024-10-05 10:25:39.392612,sC5,qx207,3n,Moil Crescent,Surcingle Drive,10000.0,NrkpdU,x03LAXD,ZL,2,7
99999646,999,8690493,nh8mvEAb8eth,3QOHW74YKF,7,3n,286,962,T,9IhpNv2R,2024-10-05 10:25:39.392612,sC5,qx207,3n,Moil Crescent,Surcingle Drive,10000.0,NrkpdU,x03LAXD,ZL,2,7
99999645,999,8690493,nh8mvEAb8eth,3QOHW74YKF,7,3n,286,962,T,9IhpNv2R,2024-10-05 10:25:39.392612,sC5,qx207,nh8mvEAb8eth,Moil Crescent,Surcingle Drive,10000.0,NrkpdU,x03LAXD,ZL,2,7
99999644,999,8690493,nh8mvEAb8eth,3QOHW74YKF,7,3n,286,962,T,9IhpNv2R,2024-10-05 10:25:39.392612,sC5,qx207,nh8mvEAb8eth,Moil Crescent,Surcingle Drive,10000.0,NrkpdU,x03LAXD,ZL,7,7
99999643,999,8690493,nh8mvEAb8eth,3QOHW74YKF,7,3n,286,962,T,9IhpNv2R,2024-10-05 10:25:39.392612,sC5,qx207,3n,Moil Crescent,Surcingle Drive,10000.0,NrkpdU,x03LAXD,ZL,7,7
99999642,432,8690493,j9cKjl0ckZpwG7y,Abxve3Y,42,Nc6Gl,2,437,z,6J,2024-12-12 03:20:01.351935,nRZ,fFM,0LM4nv,Moil Crescent,Surcingle Drive,0.5,C,8QRGQE0S,t,4,10
99999641,432,8690493,j9cKjl0ckZpwG7y,Abxve3Y,42,Nc6Gl,2,437,z,6J,2024-12-12 03:20:01.351935,nRZ,j9cKjl0ckZpwG7y,0LM4nv,Moil Crescent,Surcingle Drive,0.5,C,8QRGQE0S,t,4,10
99999640,432,8690493,j9cKjl0ckZpwG7y,Abxve3Y,42,Nc6Gl,2,437,z,z,2024-12-12 03:20:01.351935,nRZ,j9cKjl0ckZpwG7y,0LM4nv,Moil Crescent,Surcingle Drive,0.5,C,8QRGQE0S,t,4,10
99999637,432,8690493,j9cKjl0ckZpwG7y,Abxve3Y,42,Nc6Gl,2,437,z,z,2024-12-12 03:20:01.351935,nRZ,j9cKjl0ckZpwG7y,0LM4nv,Moil Crescent,Surcingle Drive,0.5,C,C,t,4,10
99999636,432,8690493,C,Abxve3Y,42,Nc6Gl,2,437,z,z,2024-12-12 03:20:01.351935,nRZ,j9cKjl0ckZpwG7y,0LM4nv,Moil Crescent,Surcingle Drive,0.5,C,C,t,4,10
99999635,21,8690493,cdP,WUeqJe,51,C2xwGcm3,646,888,sS6Xc,ebNI,2022-07-17 14:34:30.370814,Mbj,dj2,wXjNJTg4Q4x,Moil Crescent,Surcingle Drive,1.0,H7CAPqTh1n,XmP,AJ,8,8
99999634,21,8690493,cdP,WUeqJe,51,C2xwGcm3,646,888,sS6Xc,ebNI,2022-07-17 14:34:30.370814,Mbj,dj2,wXjNJTg4Q4x,Moil Crescent,Surcingle Drive,1.0,dj2,XmP,AJ,8,8
99999632,21,8690493,cdP,WUeqJe,51,C2xwGcm3,646,888,sS6Xc,ebNI,2022-07-17 14:34:30.370814,Mbj,dj2,wXjNJTg4Q4x,Moil Crescent,Surcingle Drive,1.0,ebNI,XmP,AJ,8,8
99999631,21,8690493,cdP,cdP,51,C2xwGcm3,646,888,sS6Xc,ebNI,2022-07-17 14:34:30.370814,Mbj,dj2,wXjNJTg4Q4x,Moil Crescent,Surcingle Drive,1.0,ebNI,XmP,AJ,8,8
99999630,21,8690493,cdP,cdP,51,C2xwGcm3,646,888,sS6Xc,ebNI,2022-07-17 14:34:30.370814,Mbj,dj2,wXjNJTg4Q4x,Moil Crescent,Surcingle Drive,1.0,ebNI,XmP,sS6Xc,8,8
99999629,21,8690493,cdP,C2xwGcm3,51,C2xwGcm3,646,888,sS6Xc,ebNI,2022-07-17 14:34:30.370814,Mbj,dj2,wXjNJTg4Q4x,Moil Crescent,Surcingle Drive,1.0,ebNI,XmP,sS6Xc,8,8
99999628,195,8690493,c9N5TT,PLhA,9,BNZ,990,393,rqf,Hrnuh,2020-05-14 21:10:13.075625,b,k,4,Moil Crescent,Surcingle Drive,0.33,g8ClP8K,w,IOYv,5,7
99999627,195,8690493,c9N5TT,PLhA,9,BNZ,990,393,rqf,Hrnuh,2020-05-14 21:10:13.075625,b,k,4,Moil Crescent,Surcingle Drive,0.33,g8ClP8K,w,g8ClP8K,5,7
99999626,195,8690493,c9N5TT,PLhA,9,BNZ,990,990,rqf,Hrnuh,2020-05-14 21:10:13.075625,b,k,4,Moil Crescent,Surcingle Drive,0.33,g8ClP8K,w,g8ClP8K,5,7
99999625,195,8690493,c9N5TT,PLhA,9,BNZ,990,990,rqf,Hrnuh,2020-05-14 21:10:13.075625,b,k,4,Moil Crescent,Surcingle Drive,0.33,g8ClP8K,w,rqf,5,7
99999624,195,8690493,c9N5TT,PLhA,9,BNZ,990,990,rqf,Hrnuh,2020-05-14 21:10:13.075625,b,k,4,Moil Crescent,Surcingle Drive,0.33,rqf,w,rqf,5,7
99999623,195,8690493,c9N5TT,PLhA,5,BNZ,990,990,rqf,Hrnuh,2020-05-14 21:10:13.075625,b,k,4,Moil Crescent,Surcingle Drive,0.33,rqf,w,rqf,5,7
99999622,195,8690493,c9N5TT,PLhA,5,BNZ,990,990,rqf,Hrnuh,2020-05-14 21:10:13.075625,b,k,4,Moil Crescent,Surcingle Drive,0.33,rqf,Hrnuh,rqf,5,7
99999621,443,8690493,e,vOPo1vP,67,cItg3AYX7lFk1HMH,759,724,ZsXyOeNO1WTkOKFJzxem,02ujJwX7ySMiThuvQNM0kxnQCsAJ9Ua4jF0MfE2jjC81BJN5,2024-06-17 19:25:57.177457,MAb,y2T,YV,Moil Crescent,Surcingle Drive,9999.0,niwM5OxmjGORt8g5F12T,tvayeqU,trOpEaZoc2kY3UbOhwd0ZTajl7Nglv,3,1
99999620,443,8690493,e,vOPo1vP,3,cItg3AYX7lFk1HMH,759,724,ZsXyOeNO1WTkOKFJzxem,02ujJwX7ySMiThuvQNM0kxnQCsAJ9Ua4jF0MfE2jjC81BJN5,2024-06-17 19:25:57.177457,MAb,y2T,YV,Moil Crescent,Surcingle Drive,9999.0,niwM5OxmjGORt8g5F12T,tvayeqU,trOpEaZoc2kY3UbOhwd0ZTajl7Nglv,3,1
99999618,443,8690493,niwM5OxmjGORt8g5F12T,vOPo1vP,3,cItg3AYX7lFk1HMH,759,724,ZsXyOeNO1WTkOKFJzxem,02ujJwX7ySMiThuvQNM0kxnQCsAJ9Ua4jF0MfE2jjC81BJN5,2024-06-17 19:25:57.177457,MAb,y2T,YV,Moil Crescent,Surcingle Drive,9999.0,niwM5OxmjGORt8g5F12T,tvayeqU,trOpEaZoc2kY3UbOhwd0ZTajl7Nglv,3,1
99999617,443,8690493,niwM5OxmjGORt8g5F12T,vOPo1vP,3,cItg3AYX7lFk1HMH,759,724,ZsXyOeNO1WTkOKFJzxem,02ujJwX7ySMiThuvQNM0kxnQCsAJ9Ua4jF0MfE2jjC81BJN5,2024-06-17 19:25:57.177457,MAb,y2T,YV,Moil Crescent,Surcingle Drive,9999.0,niwM5OxmjGORt8g5F12T,cItg3AYX7lFk1HMH,trOpEaZoc2kY3UbOhwd0ZTajl7Nglv,3,1
99999616,443,8690493,niwM5OxmjGORt8g5F12T,vOPo1vP,3,trOpEaZoc2kY3UbOhwd0ZTajl7Nglv,759,724,ZsXyOeNO1WTkOKFJzxem,02ujJwX7ySMiThuvQNM0kxnQCsAJ9Ua4jF0MfE2jjC81BJN5,2024-06-17 19:25:57.177457,MAb,y2T,YV,Moil Crescent,Surcingle Drive,9999.0,niwM5OxmjGORt8g5F12T,cItg3AYX7lFk1HMH,trOpEaZoc2kY3UbOhwd0ZTajl7Nglv,3,1
99999615,443,8690493,niwM5OxmjGORt8g5F12T,vOPo1vP,3,trOpEaZoc2kY3UbOhwd0ZTajl7Nglv,759,724,ZsXyOeNO1WTkOKFJzxem,02ujJwX7ySMiThuvQNM0kxnQCsAJ9Ua4jF0MfE2jjC81BJN5,2024-06-17 19:25:57.177457,trOpEaZoc2kY3UbOhwd0ZTajl7Nglv,y2T,YV,Moil Crescent,Surcingle Drive,9999.0,niwM5OxmjGORt8g5F12T,cItg3AYX7lFk1HMH,trOpEaZoc2kY3UbOhwd0ZTajl7Nglv,3,1
99999614,166,8690493,RJ,4s6hMnV,69,cW0RRCuje,374,283,2pVeVuiI8DQGvuUvnf,ydr,2021-03-20 01:44:22.650588,1qrxUtCBWluW,L5,YpAaj,Moil Crescent,Surcingle Drive,9999.0,nL,XpYH,UM6ovh8HwTol4z,1,3
99999612,166,8690493,RJ,4s6hMnV,69,RJ,374,283,2pVeVuiI8DQGvuUvnf,ydr,2021-03-20 01:44:22.650588,1qrxUtCBWluW,L5,YpAaj,Moil Crescent,Surcingle Drive,9999.0,nL,XpYH,UM6ovh8HwTol4z,1,3
99999611,166,8690493,RJ,4s6hMnV,69,RJ,374,283,2pVeVuiI8DQGvuUvnf,UM6ovh8HwTol4z,2021-03-20 01:44:22.650588,1qrxUtCBWluW,L5,YpAaj,Moil Crescent,Surcingle Drive,9999.0,nL,XpYH,UM6ovh8HwTol4z,1,3
99999610,166,8690493,RJ,4s6hMnV,1,RJ,374,283,2pVeVuiI8DQGvuUvnf,UM6ovh8HwTol4z,2021-03-20 01:44:22.650588,1qrxUtCBWluW,L5,YpAaj,Moil Crescent,Surcingle Drive,9999.0,nL,XpYH,UM6ovh8HwTol4z,1,3
99999609,166,8690493,RJ,4s6hMnV,1,RJ,374,283,UM6ovh8HwTol4z,UM6ovh8HwTol4z,2021-03-20 01:44:22.650588,1qrxUtCBWluW,L5,YpAaj,Moil Crescent,Surcingle Drive,9999.0,nL,XpYH,UM6ovh8HwTol4z,1,3
99999607,76,8690493,2aS2bKsEBOWn9JS,TSgu4GNh5,65,SFEJFpS,416,994,oIxnWqhoc40,z3t,2021-05-13 18:42:12.582026,k5RYj,Iclb,RUr,Moil Crescent,Surcingle Drive,2140.89,5U,BgTaq1Zx,B,3,10
99999604,76,8690493,2aS2bKsEBOWn9JS,TSgu4GNh5,65,SFEJFpS,994,994,oIxnWqhoc40,z3t,2021-05-13 18:42:12.582026,k5RYj,Iclb,RUr,Moil Crescent,Surcingle Drive,2140.89,5U,BgTaq1Zx,B,3,10
99999603,76,8690493,2aS2bKsEBOWn9JS,TSgu4GNh5,65,SFEJFpS,994,994,oIxnWqhoc40,z3t,2021-05-13 18:42:12.582026,B,Iclb,RUr,Moil Crescent,Surcingle Drive,2140.89,5U,BgTaq1Zx,B,3,10
99999601,994,8690493,2aS2bKsEBOWn9JS,TSgu4GNh5,65,SFEJFpS,994,994,oIxnWqhoc40,z3t,2021-05-13 18:42:12.582026,B,Iclb,RUr,Moil Crescent,Surcingle Drive,2140.89,5U,BgTaq1Zx,B,3,10
99999600,1,8690493,0,0,1,0,1,1,0,0,2020-01-01 00:00:00.000000,0,0,0,Moil Crescent,Surcingle Drive,0.01,0,0,0,1,1
99999599,1,8690493,0,0,1,0,1,1,0,0,2020-01-01 00:00:00.000000,0,0,0,Moil Crescent,Surcingle Drive,10000.0,0,0,0,1,1
99999598,547,8690493,LGbG98,0lHwc,32,uZAy,1000,715,IQiH9u,Qqr7JFn,2020-12-12 02:28:48.801787,z7,gTgq,DBr,Moil Crescent,Surcingle Drive,10000.0,G,qtty,NapNiz,9,10
99999597,1,8690493,0,0,1,0,1,1,0,0,2020-01-01 00:00:00.000000,0,0,0,Moil Crescent,Surcingle Drive,1.5,0,0,0,1,1
99999596,797,8690493,IUWoiYe0,qWy,33,DZRN,668,840,GcBZbyETeJ5,I0Fg,2022-07-14 20:14:08.617674,ox,8wsHxuresFwA,OULd,Moil Crescent,Surcingle Drive,1.5,ivA,0m73s,PP,7,1
99999595,1,8690493,0,0,1,0,1,1,0,0,2020-01-01 00:00:00.000000,0,0,0,Moil Crescent,Surcingle Drive,7133.96,0,0,0,1,1
99999594,545,8690493,01SNct0dLRD2XGnG0mf7yEf2,e,66,b5mAz,825,124,e81r8AarBljkneDoim4s1ZNBaZvq,yO,2021-04-17 11:41:44.445485,8,wT4h,Wm,Moil Crescent,Surcingle Drive,7133.96,jluSAJLeWkX,aNx1,OIlvTpaoYWXo,6,5
99999593,1,8690493,0,0,1,0,1,1,0,0,2020-01-01 00:00:00.000000,0,0,0,Moil Crescent,Surcingle Drive,2.0,0,0,0,1,1
99999592,848,8690493,jAAsdUwNOvneWXKS4TJRzq,NC1jN7T,38,HV,365,843,h3c4y9J2u,Lhvfdu,2024-12-31 00:00:00.000000,pSbxk,zlr,JgGNzJXqE,Moil Crescent,Surcingle Drive,2.0,ep,iax,x0pz,7,7
99999591,1,8690493,0,0,1,0,1,1,0,0,2020-01-01 00:00:00.000000,0,0,0,Moil Crescent,Surcingle Drive,10000.0,0,0,0,1,1
99999590,367,8690493,0G,Hb,69,NQl0,93,763,ZAXzo9jF,RHU,2024-05-08 07:53:26.708192,RKHu,hh8,oC,Moil Crescent,Surcingle Drive,10000.0,QFAqsf5kn,zYNM,ld,4,1
99999588,367,8690493,0G,Hb,69,NQl0,93,93,ZAXzo9jF,RHU,2024-05-08 07:53:26.708192,RKHu,hh8,oC,Moil Crescent,Surcingle Drive,10000.0,QFAqsf5kn,zYNM,ld,4,1
99999587,367,8690493,0G,Hb,69,NQl0,93,93,ZAXzo9jF,RHU,2024-05-08 07:53:26.708192,RKHu,hh8,Hb,Moil Crescent,Surcingle Drive,10000.0,QFAqsf5kn,zYNM,ld,4,1
99999585,367,8690493,0G,Hb,69,NQl0,93,93,ZAXzo9jF,hh8,2024-05-08 07:53:26.708192,RKHu,hh8,Hb,Moil Crescent,Surcingle Drive,10000.0,QFAqsf5kn,zYNM,ld,4,1
99999583,1000,8690493,OvVE,jZX,98,AaT,377,428,cWWui,Dv,2024-09-22 02:47:00.746058,ODw,NdwguNq54jh,oQmE,Moil Crescent,Surcingle Drive,10000.0,ANIww,GXYfu,zUQnrBrvjtDsiHz,1,4
99999582,1000,8690493,OvVE,oQmE,98,AaT,377,428,cWWui,Dv,2024-09-22 02:47:00.746058,ODw,NdwguNq54jh,oQmE,Moil Crescent,Surcingle Drive,10000.0,ANIww,GXYfu,zUQnrBrvjtDsiHz,1,4
99999581,1000,8690493,OvVE,oQmE,98,AaT,377,428,cWWui,Dv,2024-09-22 02:47:00.746058,ODw,NdwguNq54jh,oQmE,Moil Crescent,Surcingle Drive,10000.0,ANIww,ANIww,zUQnrBrvjtDsiHz,1,4
99999579,1000,8690493,OvVE,oQmE,98,AaT,377,428,cWWui,Dv,2024-09-22 02:47:00.746058,ODw,zUQnrBrvjtDsiHz,oQmE,Moil Crescent,Surcingle Drive,10000.0,ANIww,ANIww,zUQnrBrvjtDsiHz,1,4
99999576,125,8690493,n5ha,GKWEg,2,86,653,914,f,hEG9p8H,2023-01-02 01:30:24.628092,E,kXR0N,K,Moil Crescent,Surcingle Drive,1.01,r9L,plLi,Qx,5,8
