work_id,tenant,order_id,sender,flow,hub,zone,start_date,start_time,end_date,end_time,start,end,items,references,fee,reviewed,scheduled_time,auto_publish_time,status_code,estimation,distance,channel
999223,271,5430303,uD,tYd,uD,45,2023-11-03 03:56:03.771513,2023-11-03 03:56:03.771513,2023-11-03 04:01:40.821953,2023-11-03 04:01:40.821953,Moil Crescent,Surcingle Drive,UXr,UXr,7720.01,z7,2023-11-03 03:56:03.771513,2023-11-03 03:56:03.771513,uD,tYd,9.659999999999998,3
999222,171,5430303,eth,Li7XmD,P,98,2020-05-06 12:59:27.723760,2020-05-06 12:59:27.723760,2020-05-06 13:40:43.730759,2020-05-06 13:40:43.730759,Moil Crescent,Surcingle Drive,0vikAvVwrlC7b5uP2XoOsUCdti,CIpPA5anIhe,1.9,bUSKSSVJt6AhItzMBNh,2020-05-06 12:59:27.723760,2020-05-06 12:59:27.723760,Yy,E,9.659999999999998,5
999220,171,5430303,eth,Li7XmD,P,98,2020-05-06 12:59:27.723760,2020-05-06 12:59:27.723760,2020-05-06 13:40:43.730759,2020-05-06 13:40:43.730759,Moil Crescent,Surcingle Drive,0vikAvVwrlC7b5uP2XoOsUCdti,E,1.9,bUSKSSVJt6AhItzMBNh,2020-05-06 12:59:27.723760,2020-05-06 12:59:27.723760,Yy,E,9.659999999999998,5
999218,171,5430303,eth,Li7XmD,P,98,2020-05-06 12:59:27.723760,2020-05-06 12:59:27.723760,2020-05-06 13:40:43.730759,2020-05-06 13:40:43.730759,Moil Crescent,Surcingle Drive,Yy,E,1.9,bUSKSSVJt6AhItzMBNh,2020-05-06 12:59:27.723760,2020-05-06 12:59:27.723760,Yy,E,9.659999999999998,5
999216,171,5430303,eth,Li7XmD,P,98,2020-05-06 12:59:27.723760,2020-05-06 12:59:27.723760,2020-05-06 13:40:43.730759,2020-05-06 13:40:43.730759,Moil Crescent,Surcingle Drive,Yy,E,1.9,bUSKSSVJt6AhItzMBNh,2020-05-06 12:59:27.723760,2020-05-06 12:59:27.723760,bUSKSSVJt6AhItzMBNh,E,9.659999999999998,5
999215,419,5430303,y30,LIS8hayB,JRHk,4,2021-06-18 02:47:29.014198,2021-06-18 02:47:29.014198,2021-06-18 03:17:50.835947,2021-06-18 03:17:50.835947,Moil Crescent,Surcingle Drive,WNT,BF3v,1881.8,z4m,2021-06-18 02:47:29.014198,2021-06-18 02:47:29.014198,iM,Aa,9.659999999999998,8
999214,419,5430303,y30,LIS8hayB,JRHk,4,2021-06-18 02:47:29.014198,2021-06-18 02:47:29.014198,2021-06-18 03:17:50.835947,2021-06-18 03:17:50.835947,Moil Crescent,Surcingle Drive,WNT,BF3v,1881.8,z4m,2021-06-18 02:47:29.014198,2021-06-18 02:47:29.014198,WNT,Aa,9.659999999999998,8
999213,419,5430303,WNT,LIS8hayB,JRHk,4,2021-06-18 02:47:29.014198,2021-06-18 02:47:29.014198,2021-06-18 03:17:50.835947,2021-06-18 03:17:50.835947,Moil Crescent,Surcingle Drive,WNT,BF3v,1881.8,z4m,2021-06-18 02:47:29.014198,2021-06-18 02:47:29.014198,WNT,Aa,9.659999999999998,8
999212,419,5430303,WNT,LIS8hayB,Aa,4,2021-06-18 02:47:29.014198,2021-06-18 02:47:29.014198,2021-06-18 03:17:50.835947,2021-06-18 03:17:50.835947,Moil Crescent,Surcingle Drive,WNT,BF3v,1881.8,z4m,2021-06-18 02:47:29.014198,2021-06-18 02:47:29.014198,WNT,Aa,9.659999999999998,8
999211,419,5430303,WNT,LIS8hayB,Aa,4,2021-06-18 02:47:29.014198,2021-06-18 02:47:29.014198,2021-06-18 03:17:50.835947,2021-06-18 03:17:50.835947,Moil Crescent,Surcingle Drive,WNT,BF3v,1881.8,Aa,2021-06-18 02:47:29.014198,2021-06-18 02:47:29.014198,WNT,Aa,9.659999999999998,8
999210,419,5430303,WNT,LIS8hayB,Aa,4,2021-06-18 02:47:29.014198,2021-06-18 02:47:29.014198,2021-06-18 03:17:50.835947,2021-06-18 03:17:50.835947,Moil Crescent,Surcingle Drive,WNT,WNT,1881.8,Aa,2021-06-18 02:47:29.014198,2021-06-18 02:47:29.014198,WNT,Aa,9.659999999999998,8
999208,999,5430303,ys,7Bzobmv,VNLwyLy9HWP7ED3VcqK,21,2020-01-03 20:13:08.216794,2020-01-03 20:13:08.216794,2020-01-03 20:42:45.391815,2020-01-03 20:42:45.391815,Moil Crescent,Surcingle Drive,BCu4dcG0iEMJY,xut,10000.0,GQ71,2020-01-03 20:13:08.216794,2020-01-03 20:13:08.216794,NYoESlMw77Niv,f,9.659999999999998,1
999207,999,5430303,ys,7Bzobmv,VNLwyLy9HWP7ED3VcqK,21,2020-01-03 20:13:08.216794,2020-01-03 20:13:08.216794,2020-01-03 20:42:45.391815,2020-01-03 20:42:45.391815,Moil Crescent,Surcingle Drive,BCu4dcG0iEMJY,xut,10000.0,BCu4dcG0iEMJY,2020-01-03 20:13:08.216794,2020-01-03 20:13:08.216794,NYoESlMw77Niv,f,9.659999999999998,1
999206,999,5430303,ys,7Bzobmv,VNLwyLy9HWP7ED3VcqK,1,2020-01-03 20:13:08.216794,2020-01-03 20:13:08.216794,2020-01-03 20:42:45.391815,2020-01-03 20:42:45.391815,Moil Crescent,Surcingle Drive,BCu4dcG0iEMJY,xut,10000.0,BCu4dcG0iEMJY,2020-01-03 20:13:08.216794,2020-01-03 20:13:08.216794,NYoESlMw77Niv,f,9.659999999999998,1
999205,999,5430303,ys,7Bzobmv,VNLwyLy9HWP7ED3VcqK,1,2020-01-03 20:13:08.216794,2020-01-03 20:13:08.216794,2020-01-03 20:42:45.391815,2020-01-03 20:42:45.391815,Moil Crescent,Surcingle Drive,BCu4dcG0iEMJY,xut,10000.0,VNLwyLy9HWP7ED3VcqK,2020-01-03 20:13:08.216794,2020-01-03 20:13:08.216794,NYoESlMw77Niv,f,9.659999999999998,1
999204,999,5430303,VNLwyLy9HWP7ED3VcqK,7Bzobmv,VNLwyLy9HWP7ED3VcqK,1,2020-01-03 20:13:08.216794,2020-01-03 20:13:08.216794,2020-01-03 20:42:45.391815,2020-01-03 20:42:45.391815,Moil Crescent,Surcingle Drive,BCu4dcG0iEMJY,xut,10000.0,VNLwyLy9HWP7ED3VcqK,2020-01-03 20:13:08.216794,2020-01-03 20:13:08.216794,NYoESlMw77Niv,f,9.659999999999998,1
999201,960,5430303,HjU3M93nq,GvP,6oE,48,2021-02-22 03:20:04.424859,2021-02-22 03:20:04.424859,2021-02-22 04:08:22.565229,2021-02-22 04:08:22.565229,Moil Crescent,Surcingle Drive,foZHsmAqBjVjJPDXn0vyVAD,q49wb0E,1.0,xJ,2021-02-22 03:20:04.424859,2021-02-22 03:20:04.424859,Acr3uy2Fy9xB,YH9dsaJ5IXPakC,9.659999999999998,7
999199,960,5430303,HjU3M93nq,GvP,6oE,7,2021-02-22 03:20:04.424859,2021-02-22 03:20:04.424859,2021-02-22 04:08:22.565229,2021-02-22 04:08:22.565229,Moil Crescent,Surcingle Drive,foZHsmAqBjVjJPDXn0vyVAD,q49wb0E,1.0,xJ,2021-02-22 03:20:04.424859,2021-02-22 03:20:04.424859,Acr3uy2Fy9xB,YH9dsaJ5IXPakC,9.659999999999998,7
999198,960,5430303,HjU3M93nq,GvP,GvP,7,2021-02-22 03:20:04.424859,2021-02-22 03:20:04.424859,2021-02-22 04:08:22.565229,2021-02-22 04:08:22.565229,Moil Crescent,Surcingle Drive,foZHsmAqBjVjJPDXn0vyVAD,q49wb0E,1.0,xJ,2021-02-22 03:20:04.424859,2021-02-22 03:20:04.424859,Acr3uy2Fy9xB,YH9dsaJ5IXPakC,9.659999999999998,7
999197,960,5430303,HjU3M93nq,HjU3M93nq,GvP,7,2021-02-22 03:20:04.424859,2021-02-22 03:20:04.424859,2021-02-22 04:08:22.565229,2021-02-22 04:08:22.565229,Moil Crescent,Surcingle Drive,foZHsmAqBjVjJPDXn0vyVAD,q49wb0E,1.0,xJ,2021-02-22 03:20:04.424859,2021-02-22 03:20:04.424859,Acr3uy2Fy9xB,YH9dsaJ5IXPakC,9.659999999999998,7
999196,960,5430303,HjU3M93nq,HjU3M93nq,GvP,7,2021-02-22 03:20:04.424859,2021-02-22 03:20:04.424859,2021-02-22 04:08:22.565229,2021-02-22 04:08:22.565229,Moil Crescent,Surcingle Drive,foZHsmAqBjVjJPDXn0vyVAD,q49wb0E,1.0,xJ,2021-02-22 03:20:04.424859,2021-02-22 03:20:04.424859,YH9dsaJ5IXPakC,YH9dsaJ5IXPakC,9.659999999999998,7
999195,960,5430303,YH9dsaJ5IXPakC,HjU3M93nq,GvP,7,2021-02-22 03:20:04.424859,2021-02-22 03:20:04.424859,2021-02-22 04:08:22.565229,2021-02-22 04:08:22.565229,Moil Crescent,Surcingle Drive,foZHsmAqBjVjJPDXn0vyVAD,q49wb0E,1.0,xJ,2021-02-22 03:20:04.424859,2021-02-22 03:20:04.424859,YH9dsaJ5IXPakC,YH9dsaJ5IXPakC,9.659999999999998,7
999194,185,5430303,e0aM7,JoKW8D,GXokv,36,2020-01-02 02:46:30.711511,2020-01-02 02:46:30.711511,2020-01-02 03:29:48.775542,2020-01-02 03:29:48.775542,Moil Crescent,Surcingle Drive,ugiSXVKIEoNm,s,0.5,ba,2020-01-02 02:46:30.711511,2020-01-02 02:46:30.711511,siMv,G,9.659999999999998,1
999193,185,5430303,e0aM7,JoKW8D,GXokv,36,2020-01-02 02:46:30.711511,2020-01-02 02:46:30.711511,2020-01-02 03:29:48.775542,2020-01-02 03:29:48.775542,Moil Crescent,Surcingle Drive,ugiSXVKIEoNm,JoKW8D,0.5,ba,2020-01-02 02:46:30.711511,2020-01-02 02:46:30.711511,siMv,G,9.659999999999998,1
999191,185,5430303,e0aM7,JoKW8D,GXokv,36,2020-01-02 02:46:30.711511,2020-01-02 02:46:30.711511,2020-01-02 03:29:48.775542,2020-01-02 03:29:48.775542,Moil Crescent,Surcingle Drive,ugiSXVKIEoNm,JoKW8D,0.5,ba,2020-01-02 02:46:30.711511,2020-01-02 02:46:30.711511,siMv,e0aM7,9.659999999999998,1
999189,185,5430303,e0aM7,JoKW8D,JoKW8D,36,2020-01-02 02:46:30.711511,2020-01-02 02:46:30.711511,2020-01-02 03:29:48.775542,2020-01-02 03:29:48.775542,Moil Crescent,Surcingle Drive,ugiSXVKIEoNm,JoKW8D,0.5,ba,2020-01-02 02:46:30.711511,2020-01-02 02:46:30.711511,siMv,e0aM7,9.659999999999998,1
999188,185,5430303,e0aM7,JoKW8D,siMv,36,2020-01-02 02:46:30.711511,2020-01-02 02:46:30.711511,2020-01-02 03:29:48.775542,2020-01-02 03:29:48.775542,Moil Crescent,Surcingle Drive,ugiSXVKIEoNm,JoKW8D,0.5,ba,2020-01-02 02:46:30.711511,2020-01-02 02:46:30.711511,siMv,e0aM7,9.659999999999998,1
999187,388,5430303,YNlisv,yVKLIxXpB1w,T3jf57,1,2022-09-20 19:26:22.045037,2022-09-20 19:26:22.045037,2022-09-20 20:09:30.357069,2022-09-20 20:09:30.357069,Moil Crescent,Surcingle Drive,XtY,p,0.5,jbm7,2022-09-20 19:26:22.045037,2022-09-20 19:26:22.045037,aV,dd,9.659999999999998,3
999183,388,5430303,jbm7,yVKLIxXpB1w,T3jf57,1,2022-09-20 19:26:22.045037,2022-09-20 19:26:22.045037,2022-09-20 20:09:30.357069,2022-09-20 20:09:30.357069,Moil Crescent,Surcingle Drive,XtY,p,0.5,jbm7,2022-09-20 19:26:22.045037,2022-09-20 19:26:22.045037,aV,dd,9.659999999999998,3
999182,388,5430303,jbm7,p,T3jf57,1,2022-09-20 19:26:22.045037,2022-09-20 19:26:22.045037,2022-09-20 20:09:30.357069,2022-09-20 20:09:30.357069,Moil Crescent,Surcingle Drive,XtY,p,0.5,jbm7,2022-09-20 19:26:22.045037,2022-09-20 19:26:22.045037,aV,dd,9.659999999999998,3
999181,388,5430303,jbm7,p,aV,1,2022-09-20 19:26:22.045037,2022-09-20 19:26:22.045037,2022-09-20 20:09:30.357069,2022-09-20 20:09:30.357069,Moil Crescent,Surcingle Drive,XtY,p,0.5,jbm7,2022-09-20 19:26:22.045037,2022-09-20 19:26:22.045037,aV,dd,9.659999999999998,3
999180,382,5430303,DTqM4XY9Y6qKH7M,GpY3C,yJc8CMD,39,2021-03-25 09:56:43.100433,2021-03-25 09:56:43.100433,2021-03-25 09:59:10.281445,2021-03-25 09:59:10.281445,Moil Crescent,Surcingle Drive,8FhuJ8FwMA,E4m7l,9999.0,6T4uWO9CEU,2021-03-25 09:56:43.100433,2021-03-25 09:56:43.100433,f3v,cnxmx,9.659999999999998,8
999179,382,5430303,DTqM4XY9Y6qKH7M,GpY3C,yJc8CMD,39,2021-03-25 09:56:43.100433,2021-03-25 09:56:43.100433,2021-03-25 09:59:10.281445,2021-03-25 09:59:10.281445,Moil Crescent,Surcingle Drive,8FhuJ8FwMA,6T4uWO9CEU,9999.0,6T4uWO9CEU,2021-03-25 09:56:43.100433,2021-03-25 09:56:43.100433,f3v,cnxmx,9.659999999999998,8
999178,382,5430303,DTqM4XY9Y6qKH7M,GpY3C,yJc8CMD,39,2021-03-25 09:56:43.100433,2021-03-25 09:56:43.100433,2021-03-25 09:59:10.281445,2021-03-25 09:59:10.281445,Moil Crescent,Surcingle Drive,8FhuJ8FwMA,6T4uWO9CEU,9999.0,f3v,2021-03-25 09:56:43.100433,2021-03-25 09:56:43.100433,f3v,cnxmx,9.659999999999998,8
999176,382,5430303,DTqM4XY9Y6qKH7M,GpY3C,yJc8CMD,39,2021-03-25 09:56:43.100433,2021-03-25 09:56:43.100433,2021-03-25 09:59:10.281445,2021-03-25 09:59:10.281445,Moil Crescent,Surcingle Drive,8FhuJ8FwMA,6T4uWO9CEU,9999.0,f3v,2021-03-25 09:56:43.100433,2021-03-25 09:56:43.100433,f3v,DTqM4XY9Y6qKH7M,9.659999999999998,8
999173,356,5430303,K,p6nit0,Iz,76,2021-03-15 02:39:41.172937,2021-03-15 02:39:41.172937,2021-03-15 02:57:01.700983,2021-03-15 02:57:01.700983,Moil Crescent,Surcingle Drive,qsPM1iIm,25C80FN,2000.93,YbODAF,2021-03-15 02:39:41.172937,2021-03-15 02:39:41.172937,8CiChOl,D1IMoe,9.659999999999998,3
999172,356,5430303,K,p6nit0,YbODAF,76,2021-03-15 02:39:41.172937,2021-03-15 02:39:41.172937,2021-03-15 02:57:01.700983,2021-03-15 02:57:01.700983,Moil Crescent,Surcingle Drive,qsPM1iIm,25C80FN,2000.93,YbODAF,2021-03-15 02:39:41.172937,2021-03-15 02:39:41.172937,8CiChOl,D1IMoe,9.659999999999998,3
999170,356,5430303,K,YbODAF,YbODAF,76,2021-03-15 02:39:41.172937,2021-03-15 02:39:41.172937,2021-03-15 02:57:01.700983,2021-03-15 02:57:01.700983,Moil Crescent,Surcingle Drive,qsPM1iIm,25C80FN,2000.93,YbODAF,2021-03-15 02:39:41.172937,2021-03-15 02:39:41.172937,8CiChOl,D1IMoe,9.659999999999998,3
999169,356,5430303,K,YbODAF,YbODAF,76,2021-03-15 02:39:41.172937,2021-03-15 02:39:41.172937,2021-03-15 02:57:01.700983,2021-03-15 02:57:01.700983,Moil Crescent,Surcingle Drive,qsPM1iIm,25C80FN,2000.93,YbODAF,2021-03-15 02:39:41.172937,2021-03-15 02:39:41.172937,8CiChOl,8CiChOl,9.659999999999998,3
999168,356,5430303,8CiChOl,YbODAF,YbODAF,76,2021-03-15 02:39:41.172937,2021-03-15 02:39:41.172937,2021-03-15 02:57:01.700983,2021-03-15 02:57:01.700983,Moil Crescent,Surcingle Drive,qsPM1iIm,25C80FN,2000.93,YbODAF,2021-03-15 02:39:41.172937,2021-03-15 02:39:41.172937,8CiChOl,8CiChOl,9.659999999999998,3
999167,356,5430303,8CiChOl,YbODAF,YbODAF,76,2021-03-15 02:39:41.172937,2021-03-15 02:39:41.172937,2021-03-15 02:57:01.700983,2021-03-15 02:57:01.700983,Moil Crescent,Surcingle Drive,qsPM1iIm,8CiChOl,2000.93,YbODAF,2021-03-15 02:39:41.172937,2021-03-15 02:39:41.172937,8CiChOl,8CiChOl,9.659999999999998,3
999166,106,5430303,2B7,EDEMnfSCZwUdUvr,25yOJBPd,14,2024-12-19 18:45:32.452503,2024-12-19 18:45:32.452503,2024-12-19 18:56:06.108209,2024-12-19 18:56:06.108209,Moil Crescent,Surcingle Drive,jzDaHldT257ipGQDt6,M,1.1,V3k5DUqEGq,2024-12-19 18:45:32.452503,2024-12-19 18:45:32.452503,CP,XDj9OUqs1f,9.659999999999998,1
999165,106,5430303,2B7,EDEMnfSCZwUdUvr,2B7,14,2024-12-19 18:45:32.452503,2024-12-19 18:45:32.452503,2024-12-19 18:56:06.108209,2024-12-19 18:56:06.108209,Moil Crescent,Surcingle Drive,jzDaHldT257ipGQDt6,M,1.1,V3k5DUqEGq,2024-12-19 18:45:32.452503,2024-12-19 18:45:32.452503,CP,XDj9OUqs1f,9.659999999999998,1
999161,106,5430303,2B7,V3k5DUqEGq,2B7,14,2024-12-19 18:45:32.452503,2024-12-19 18:45:32.452503,2024-12-19 18:56:06.108209,2024-12-19 18:56:06.108209,Moil Crescent,Surcingle Drive,jzDaHldT257ipGQDt6,M,1.1,V3k5DUqEGq,2024-12-19 18:45:32.452503,2024-12-19 18:45:32.452503,CP,XDj9OUqs1f,9.659999999999998,1
999159,1,5430303,MFN,s,vM,18,2021-12-18 19:38:30.586699,2021-12-18 19:38:30.586699,2021-12-18 20:29:58.709226,2021-12-18 20:29:58.709226,Moil Crescent,Surcingle Drive,bc,U69JIu0jvmPW1QHR3J,1.01,n,2021-12-18 19:38:30.586699,2021-12-18 19:38:30.586699,Zlz,l,9.659999999999998,3
999158,1,5430303,MFN,s,vM,3,2021-12-18 19:38:30.586699,2021-12-18 19:38:30.586699,2021-12-18 20:29:58.709226,2021-12-18 20:29:58.709226,Moil Crescent,Surcingle Drive,bc,U69JIu0jvmPW1QHR3J,1.01,n,2021-12-18 19:38:30.586699,2021-12-18 19:38:30.586699,Zlz,l,9.659999999999998,3
999157,1,5430303,MFN,s,vM,3,2021-12-18 19:38:30.586699,2021-12-18 19:38:30.586699,2021-12-18 20:29:58.709226,2021-12-18 20:29:58.709226,Moil Crescent,Surcingle Drive,bc,n,1.01,n,2021-12-18 19:38:30.586699,2021-12-18 19:38:30.586699,Zlz,l,9.659999999999998,3
999156,1,5430303,MFN,s,s,3,2021-12-18 19:38:30.586699,2021-12-18 19:38:30.586699,2021-12-18 20:29:58.709226,2021-12-18 20:29:58.709226,Moil Crescent,Surcingle Drive,bc,n,1.01,n,2021-12-18 19:38:30.586699,2021-12-18 19:38:30.586699,Zlz,l,9.659999999999998,3
999155,1,5430303,MFN,s,s,3,2021-12-18 19:38:30.586699,2021-12-18 19:38:30.586699,2021-12-18 20:29:58.709226,2021-12-18 20:29:58.709226,Moil Crescent,Surcingle Drive,bc,n,1.01,n,2021-12-18 19:38:30.586699,2021-12-18 19:38:30.586699,n,l,9.659999999999998,3
999154,1,5430303,MFN,n,s,3,2021-12-18 19:38:30.586699,2021-12-18 19:38:30.586699,2021-12-18 20:29:58.709226,2021-12-18 20:29:58.709226,Moil Crescent,Surcingle Drive,bc,n,1.01,n,2021-12-18 19:38:30.586699,2021-12-18 19:38:30.586699,n,l,9.659999999999998,3
999153,1,5430303,0,0,0,1,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,2020-01-01 00:02:00.000000,2020-01-01 00:02:00.000000,Moil Crescent,Surcingle Drive,0,0,0.01,0,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,0,0,9.659999999999998,1
999152,1,5430303,0,0,0,1,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,2020-01-01 00:02:00.000000,2020-01-01 00:02:00.000000,Moil Crescent,Surcingle Drive,0,0,0.33,0,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,0,0,9.659999999999998,1
999151,123,5430303,n,l7w,oxvSS,88,2022-05-15 12:45:25.856649,2022-05-15 12:45:25.856649,2022-05-15 12:54:20.926479,2022-05-15 12:54:20.926479,Moil Crescent,Surcingle Drive,Kwa7t8GLvox9aiJhHppF1e,3G84JO,0.33,wt6,2022-05-15 12:45:25.856649,2022-05-15 12:45:25.856649,IncF,k,9.659999999999998,4
999150,1,5430303,0,0,0,1,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,2020-01-01 00:02:00.000000,2020-01-01 00:02:00.000000,Moil Crescent,Surcingle Drive,0,0,1322.16,0,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,0,0,9.659999999999998,1
999149,134,5430303,l5lAke,bY,HV,61,2020-07-14 02:32:40.389859,2020-07-14 02:32:40.389859,2020-07-14 03:25:39.078835,2020-07-14 03:25:39.078835,Moil Crescent,Surcingle Drive,Aqs5Hclv,cyCIk,1322.16,D86Fax1sS,2020-07-14 02:32:40.389859,2020-07-14 02:32:40.389859,cxU,uRUIbH5t,9.659999999999998,5
999148,1,5430303,0,0,0,1,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,2020-01-01 00:02:00.000000,2020-01-01 00:02:00.000000,Moil Crescent,Surcingle Drive,0,0,9999.0,0,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,0,0,9.659999999999998,1
999147,740,5430303,k5IE7FfD,VtQv,7YH,76,2021-09-18 09:37:06.686529,2021-09-18 09:37:06.686529,2021-09-18 09:52:12.973980,2021-09-18 09:52:12.973980,Moil Crescent,Surcingle Drive,5JbZMWD16khbv89XL,vTg62w2eOKSb4,9999.0,OSyOj1oFfYGPTS,2021-09-18 09:37:06.686529,2021-09-18 09:37:06.686529,zKz,T,9.659999999999998,5
999146,1,5430303,0,0,0,1,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-01-01 00:02:00.000000,2021-01-01 00:02:00.000000,Moil Crescent,Surcingle Drive,0,0,0.01,0,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,0,0,9.659999999999998,1
999145,879,5430303,r,1n,1krL,30,2021-10-12 14:56:48.625803,2021-10-12 14:56:48.625803,2021-10-12 15:49:08.861021,2021-10-12 15:49:08.861021,Moil Crescent,Surcingle Drive,pv8qgoaL8hqb,7,0.01,ICbYwM0,2021-10-12 14:56:48.625803,2021-10-12 14:56:48.625803,xMco43wiluYad,t,9.659999999999998,7
999144,1,5430303,0,0,0,1,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,2020-01-01 00:02:00.000000,2020-01-01 00:02:00.000000,Moil Crescent,Surcingle Drive,0,0,8142.7,0,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,0,0,9.659999999999998,1
999143,59,5430303,zNGf,AaRb9xE,rPAIL,72,2022-12-27 20:17:49.087942,2022-12-27 20:17:49.087942,2022-12-27 21:09:58.402548,2022-12-27 21:09:58.402548,Moil Crescent,Surcingle Drive,xj9E4,Vpv,8142.7,5d8N8M07ZBGIJN,2022-12-27 20:17:49.087942,2022-12-27 20:17:49.087942,tnw,3eIHWCaxZs9y5L7mVE,9.659999999999998,4
999141,59,5430303,zNGf,AaRb9xE,rPAIL,4,2022-12-27 20:17:49.087942,2022-12-27 20:17:49.087942,2022-12-27 21:09:58.402548,2022-12-27 21:09:58.402548,Moil Crescent,Surcingle Drive,xj9E4,Vpv,8142.7,5d8N8M07ZBGIJN,2022-12-27 20:17:49.087942,2022-12-27 20:17:49.087942,tnw,3eIHWCaxZs9y5L7mVE,9.659999999999998,4
999139,59,5430303,zNGf,AaRb9xE,tnw,4,2022-12-27 20:17:49.087942,2022-12-27 20:17:49.087942,2022-12-27 21:09:58.402548,2022-12-27 21:09:58.402548,Moil Crescent,Surcingle Drive,xj9E4,Vpv,8142.7,5d8N8M07ZBGIJN,2022-12-27 20:17:49.087942,2022-12-27 20:17:49.087942,tnw,3eIHWCaxZs9y5L7mVE,9.659999999999998,4
999137,59,5430303,zNGf,AaRb9xE,tnw,4,2022-12-27 20:17:49.087942,2022-12-27 20:17:49.087942,2022-12-27 21:09:58.402548,2022-12-27 21:09:58.402548,Moil Crescent,Surcingle Drive,xj9E4,Vpv,8142.7,Vpv,2022-12-27 20:17:49.087942,2022-12-27 20:17:49.087942,tnw,3eIHWCaxZs9y5L7mVE,9.659999999999998,4
999136,958,5430303,vAqMBHo8,NamWl1WHPl,yBsb,83,2024-03-02 01:11:43.411239,2024-03-02 01:11:43.411239,2024-03-02 01:23:47.637947,2024-03-02 01:23:47.637947,Moil Crescent,Surcingle Drive,g8wMDmvvty8d6Yolb,5d4oRU,10000.0,6bJ,2024-03-02 01:11:43.411239,2024-03-02 01:11:43.411239,Fu1QkKBrM,fX3jt,9.659999999999998,3
999134,958,5430303,vAqMBHo8,NamWl1WHPl,yBsb,3,2024-03-02 01:11:43.411239,2024-03-02 01:11:43.411239,2024-03-02 01:23:47.637947,2024-03-02 01:23:47.637947,Moil Crescent,Surcingle Drive,g8wMDmvvty8d6Yolb,5d4oRU,10000.0,6bJ,2024-03-02 01:11:43.411239,2024-03-02 01:11:43.411239,Fu1QkKBrM,fX3jt,9.659999999999998,3
999133,958,5430303,vAqMBHo8,NamWl1WHPl,yBsb,3,2024-03-02 01:11:43.411239,2024-03-02 01:11:43.411239,2024-03-02 01:23:47.637947,2024-03-02 01:23:47.637947,Moil Crescent,Surcingle Drive,g8wMDmvvty8d6Yolb,5d4oRU,10000.0,6bJ,2024-03-02 01:11:43.411239,2024-03-02 01:11:43.411239,5d4oRU,fX3jt,9.659999999999998,3
999132,958,5430303,vAqMBHo8,NamWl1WHPl,yBsb,3,2024-03-02 01:11:43.411239,2024-03-02 01:11:43.411239,2024-03-02 01:23:47.637947,2024-03-02 01:23:47.637947,Moil Crescent,Surcingle Drive,g8wMDmvvty8d6Yolb,5d4oRU,10000.0,NamWl1WHPl,2024-03-02 01:11:43.411239,2024-03-02 01:11:43.411239,5d4oRU,fX3jt,9.659999999999998,3
999131,958,5430303,vAqMBHo8,NamWl1WHPl,yBsb,3,2024-03-02 01:11:43.411239,2024-03-02 01:11:43.411239,2024-03-02 01:23:47.637947,2024-03-02 01:23:47.637947,Moil Crescent,Surcingle Drive,g8wMDmvvty8d6Yolb,5d4oRU,10000.0,5d4oRU,2024-03-02 01:11:43.411239,2024-03-02 01:11:43.411239,5d4oRU,fX3jt,9.659999999999998,3
999130,958,5430303,vAqMBHo8,NamWl1WHPl,yBsb,3,2024-03-02 01:11:43.411239,2024-03-02 01:11:43.411239,2024-03-02 01:23:47.637947,2024-03-02 01:23:47.637947,Moil Crescent,Surcingle Drive,g8wMDmvvty8d6Yolb,fX3jt,10000.0,5d4oRU,2024-03-02 01:11:43.411239,2024-03-02 01:11:43.411239,5d4oRU,fX3jt,9.659999999999998,3
999129,946,5430303,RDom,ogyAuvP3l,q,31,2022-07-14 02:26:33.262788,2022-07-14 02:26:33.262788,2022-07-14 03:12:03.070983,2022-07-14 03:12:03.070983,Moil Crescent,Surcingle Drive,Ch5iw1D1O,atxnmhKeAPLpC,0.5,yJvpHe1m4ao2n,2022-07-14 02:26:33.262788,2022-07-14 02:26:33.262788,4ps0SjHNceb,J1N4pAk,9.659999999999998,10
999128,946,5430303,RDom,ogyAuvP3l,J1N4pAk,31,2022-07-14 02:26:33.262788,2022-07-14 02:26:33.262788,2022-07-14 03:12:03.070983,2022-07-14 03:12:03.070983,Moil Crescent,Surcingle Drive,Ch5iw1D1O,atxnmhKeAPLpC,0.5,yJvpHe1m4ao2n,2022-07-14 02:26:33.262788,2022-07-14 02:26:33.262788,4ps0SjHNceb,J1N4pAk,9.659999999999998,10
